pid,season,name,min,value,box,pm,pir40
PBTG,E2017,"CUSIN, MARCO",26.21,-1.599117065503027,-1.7282331014362406,0.12911603593321377,13.064564346391753
PBWI,E2017,"JANKUNAS, PAULIUS",752.49,4.906032225915966,5.048347207997602,-0.1423149820816363,22.861122906025997
PCCD,E2017,"DATOME, LUIGI",832.35,-0.027150059802650395,-0.2833821077086065,0.2562320479059561,16.398218122119484
PCHX,E2017,"BJELICA, MILKO",752.09,-2.398077151508672,-2.8415718228610367,0.44349467135236464,13.999552472342243
PCPR,E2017,"SIMON, KRUNOSLAV",734.34,-1.6632956146355686,-2.5239759436927898,0.8606803290572211,13.91384647285052
PCVM,E2017,"RODRIGUEZ, SERGIO",936.72,1.270036417636138,-0.005241548772616733,1.2752779664087548,20.882088380814594
PJBX,E2017,"KALNIETIS, MANTAS",323.9,-4.818828376236515,-4.128445706337622,-0.6903826698988926,13.325969960269177
PJCC,E2017,"MACIULIS, JONAS",283.38,-1.0338102186334734,-1.8569239764124696,0.8231137577789963,10.665341609260013
PJJS,E2017,"SUAREZ, CARLOS",570.58,1.2018262351785407,0.8665525277946144,0.33527370738392615,18.981894279814643
PJLX,E2017,"KURBANOV, NIKITA",673.27,1.2650425546854018,1.1164556984164637,0.14858685626893808,14.133328159838223
PJUG,E2017,"RIBAS, PAU",498.72,1.5882498659568522,0.4781918802934305,1.1100579856634218,17.9865023152026
PJUJ,E2017,"HUERTAS, MARCELINHO",480.74,-7.0848844385915895,-5.403445067258046,-1.6814393713335434,15.375002008055418
PJUO,E2017,"SPANOULIS, VASSILIS",629.92,-8.188313389735747,-8.610456563812518,0.42214317407677004,18.041536971391526
PJZH,E2017,"RUDEZ, DAMJAN",127.73,-5.427473821947602,-4.975960472053877,-0.4515133498937258,9.348257437132144
PKIW,E2017,"CINCIARINI, ANDREA",327.27,1.619669475650651,3.356598570878394,-1.736929095227743,17.433657093074878
PKLT,E2017,"HEURTEL, THOMAS",709.29,-2.078826108705184,-0.2655356334910834,-1.8132904752141004,22.796375423096915
PKPD,E2017,"MILAKNIS, ARTURAS",787.38,-1.682361991149934,-0.8236624759342757,-0.8586995152156582,12.90188945678075
PKVZ,E2017,"SHVED, ALEXEY",1066.5,-5.049090280104588,-5.4024402858943805,0.3533500057897929,25.03975882225298
PLBJ,E2017,"STIMAC, VLADIMIR",546.62,8.210695078538409,8.212418099463607,-0.0017230209251972717,28.407532501559032
PLDX,E2017,"WACZYNSKI, ADAM",511.44,2.598575367982483,1.6102841646942518,0.9882912032882314,18.528193553182817
PLEM,E2017,"RADOSEVIC, LEON",579.21,-2.556771392637516,-2.1070694137320056,-0.4497019789055106,15.030518788236485
PLHI,E2017,"VORONTSEVICH, ANDREY",450.35,1.3610127577139222,-0.03896799629678285,1.399980754010705,13.752845763892257
PLHK,E2017,"PLEISS, TIBOR",558.21,3.5429319461697,4.315979796971589,-0.7730478508018888,24.44338230376035
PLIM,E2017,"HERSEK, BARIS",2.22,-0.3757422610002727,-0.4174675269565532,0.04172526595628049,16.52199829933578
PLLH,E2017,"FRIDZON, VITALY",228.82,-3.144111168822686,-3.8820396571544302,0.7379284883317443,8.420651621428451
PLME,E2017,"MARKOVIC, STEFAN",757.34,-3.2293975343463557,-4.276694280101749,1.0472967457553932,12.187555306130708
PLRQ,E2017,"VAN ROSSOM, SAM",518.11,-1.6158123339268715,-2.9907182443677263,1.3749059104408548,15.416153542505546
PLTF,E2017,"SOKOLOV, DMITRY",6.47,-0.27432845736498845,-0.38130817619281,0.10697971882782151,16.613869316785042
PLUO,E2017,"LAZIC, BRANKO",611.3,-4.46401707811191,-4.318207651070308,-0.14580942704160182,6.704454753490938
PLUR,E2017,"MUSLI, DEJAN",398.39,3.6163932607533686,5.851930589754296,-2.2355373290009277,25.780771416276615
PTFX,E2017,"VOUGIOUKAS, IAN",269.51,2.9243196525552584,2.524265878068193,0.40005377448706547,19.40104101690916
PTGB,E2017,"LLULL, SERGIO",71.96000000000001,-0.5833851252344368,-1.079129987069283,0.49574486183484623,16.101876402408138
P000007,E2018,"DEDOVIC, NIHAD",692.12,-1.0675853076377357,-0.7552541808525753,-0.31233112678516045,17.331816727463142
P000046,E2018,"STRELNIEKS, JANIS",414.5,3.459214834103612,1.4212629452574788,2.037951888846133,16.266042111094468
P000202,E2018,"SEHOVIC, SUAD",311.16,1.8669888335582514,2.6420920073888388,-0.7751031738305874,10.917595744133921
P000229,E2018,"JACKSON, EDWIN",791.92,-4.693145689033467,-3.9375017016645275,-0.7556439873689399,13.688311357698115
P000399,E2018,"KAVALIAUSKAS, ANTANAS",235.82,4.676345570443596,3.9156973488115763,0.7606482216320192,17.893153076523447
P000436,E2018,"BERTANS, DAIRIS",366.9,-0.12424005551097994,1.6976460439837215,-1.8218860994947015,13.298090953433505
P000464,E2018,"PAPPAS, NIKOS",341.23,-6.414393967709692,-5.433677299678454,-0.9807166680312389,11.0801139228024
P000494,E2018,"GULER, SINAN",116.05,-1.6895683408092574,-2.487181899483745,0.7976135586744875,12.260489081962989
P000529,E2018,"MICOV, VLADIMIR",942.45,-2.341053933333719,-1.2084325379683132,-1.1326213953654056,17.429016898803877
P000531,E2018,"GORDIC, NEMANJA",699.3199999999999,-7.890345366498723,-6.87782805350524,-1.012517312993483,11.620976162435701
P000532,E2018,"SEHOVIC, SEAD",57.68,-3.610078930805769,-2.9806401738471386,-0.6294387569586306,15.27700828360035
P000554,E2018,"OLIVER, ALBERT",406.03999999999996,-6.667895903612514,-5.6616836342951125,-1.0062122693174018,13.139037756221057
P000556,E2018,"CLAVER, VICTOR",744.5699999999999,0.42650922922802614,-0.5215223431443976,0.9480315723724237,14.408371912521288
P000848,E2018,"NEDOVIC, NEMANJA",352.03,-0.33761314567970313,-1.6178904243320091,1.280277278652306,17.629092463239395
P000925,E2018,"VESELY, JAN",776.95,5.969988087391066,6.125503749360045,-0.15551566196897948,26.830353687391643
P001133,E2018,"SHENGELIA, TORNIKE",489.86,2.1323204073523003,3.4800440742275125,-1.3477236668752122,20.56230065805124
P001255,E2018,"PAPANIKOLAOU, KOSTAS",704.42,0.47988325846375973,-0.30502662482449766,0.7849098832882574,14.182738701372546
P001287,E2018,"LASME, STEPHANE",290.28,0.7991295156581097,1.041445690239348,-0.24231617458123833,13.858969627339611
P001288,E2018,"LUCIC, VLADIMIR",758.83,1.5483831311929999,2.725835937464369,-1.177452806271369,18.360884768997476
P001324,E2018,"MUHAMMED, ALI",604.98,4.210705945581993,2.878055601964061,1.3326503436179322,19.58761761490837
P001392,E2018,"CAUSEUR, FABIEN",493.23,-1.5653606205829216,-3.2851942758928914,1.7198336553099698,15.792995408455578
P001433,E2018,"STRAWBERRY, DJ",632.02,-8.27254458965919,-6.919573246203824,-1.3529713434553656,12.689378249444145
P001792,E2018,"ZAYTSEV, VYACHESLAV",96.44,-1.3135939587005057,-0.3784639724973049,-0.9351299862032008,13.280791418031479
P001833,E2018,"MOERMAN, ADRIEN",1047.2,4.382322516133617,4.013970994521404,0.3683515216122124,20.509831473289836
P001844,E2018,"HACKETT, DANIEL",606.1,1.0102975131574197,0.41658714213992853,0.5937103710174911,14.967962988469202
P001887,E2018,"LANGFORD, KEITH",496.59999999999997,-1.3016157201885132,-1.742781397762194,0.44116567757368086,19.525441947968663
P001926,E2018,"SLOUKAS, KOSTAS",878.41,-1.2076266136820664,-0.07750945279677812,-1.1301171608852882,22.290122408967715
P001932,E2018,"CALATHES, NICK",1023.28,-0.021098589270494905,-1.1621375322390373,1.1410389429685424,20.163163829283977
P001933,E2018,"BOGRIS, GEORGIOS",119.69,0.9778501605678173,0.6074971803690299,0.3703529801987874,10.964899022067929
P001948,E2018,"SERAPHIN, KEVIN",380.08,3.0866307982921883,1.7926590478671698,1.2939717504250183,20.848355828524628
P001960,E2018,"CARROLL, JAYCEE",503.19,-3.8974886635012194,-5.201956688720007,1.3044680252187877,15.532218150430383
P002008,E2018,"KUZMINSKAS, MINDAUGAS",511.63,2.8830105069936867,2.867785498019219,0.015225008974468102,20.092014234354274
P002100,E2018,"DE COLO, NANDO",826.93,1.4300845070810215,0.5438033124984396,0.886281194582582,25.94465457602851
P002276,E2018,"KULAGIN, MIKHAIL",51.93,-5.8109025266729555,-5.971375349387175,0.16047282271421967,10.852884000250796
P002328,E2018,"GRIGONIS, MARIUS",705.4499999999999,-1.2793963958383872,-0.310864159154853,-0.9685322366835343,17.839566287364956
P002329,E2018,"ULANOVAS, EDGARAS",852.05,-3.0311761762584366,-2.827397098046256,-0.2037790782121808,14.168246064973587
P002507,E2018,"TOMIC, ANTE",709.64,6.428597363367812,5.360609272528105,1.067988090839707,25.00973107326479
P002543,E2018,"WESTERMANN, LEO",464.19,-0.5306759528526546,-2.582454597781024,2.0517786449283695,14.337153558478711
P002551,E2018,"NIKOLIC, DANILO",370.36,0.1499622809947414,0.8106820622713414,-0.6607197812766,14.816052951267336
P002561,E2018,"RADICEVIC, NIKOLA",238.81,-3.141090881580418,-3.502741722506829,0.36165084092641075,15.019859703545066
P002580,E2018,"MICIC, VASILIJE",1032.16,-2.1691848273606773,-2.9206676071963678,0.7514827798356902,19.793031608746205
P002582,E2018,"TOUPANE, AXEL",356.55,-5.621824949997162,-4.40571394751741,-1.216111002479752,11.321604788430848
P002644,E2018,"BALVIN, ONDREJ",542.3100000000001,5.301336503772482,5.579076903710433,-0.2777403999379514,19.879619912749455
P002661,E2018,"PREPELIC, KLEMEN",188.92,-3.593976021346645,-2.413072562875523,-1.1809034584711218,16.22898610742802
P002741,E2018,"BAROVIC, FILIP",340.25,1.2592024501023604,1.7819624152555469,-0.5227599651531863,15.829366646582859
P002744,E2018,"TILLIE, KIM",494.15,-1.6997226077603236,-0.8077080598013755,-0.8920145479589481,13.479556788955826
P002812,E2018,"HINES, KYLE",702.99,2.9479251452845063,2.4847835258927162,0.4631416193917901,17.196825198518166
P002834,E2018,"PARGO, JEREMY",209.79,-9.289650291743751,-10.163603948612517,0.8739536568687651,7.001125491972315
P002849,E2018,"MELLI, NICOLO",934.35,0.9439567339208469,0.39572890857989196,0.5482278253409549,14.549116513905451
P002925,E2018,"TUNCER, BUGRAHAN",49.849999999999994,-3.0732937211251503,-3.8727792754886816,0.7994855543635315,13.40593037142545
P002968,E2018,"SANLI, SERTAC",31.86,0.9894579859576278,0.6649032704889487,0.32455471546867903,17.965104399803604
P002969,E2018,"MAHMUTOGLU, MELIH",374.51,1.4214968083093789,0.9924119370869511,0.4290848712224278,15.107961193985593
P002971,E2018,"BAYGUL, MUHAMMED",295.85,-5.828761767144995,-4.7735700592605,-1.0551917078844948,13.05766999155767
P002980,E2018,"GIST, JAMES",685.68,0.6600079539869548,0.6446841050254057,0.01532384896154898,17.473880798999723
P003024,E2018,"GRANGER, JAYSON",231.37,-4.13720941574665,-4.322867044500196,0.18565762875354608,13.425713450698929
P003048,E2018,"DUNSTON, BRYANT",912.75,5.943918385502073,4.724406716103776,1.2195116693982968,20.42841635759872
P003067,E2018,"JERRELLS, CURTIS",451.11,-5.763041922240088,-5.793026201245201,0.029984279005113246,12.35484506932936
P003091,E2018,"BIRSEN, METECAN",35.54,-0.1292495418543072,-0.4724607104072503,0.3432111685529431,16.591992519980106
P003120,E2018,"GUDAITIS, ARTURAS",502.11,7.014101662108981,8.925361161022359,-1.9112594989133775,28.91311997169637
P003151,E2018,"ERIKSSON, MARCUS",538.75,-4.185411309853107,-2.385779677671925,-1.7996316321811814,18.925837442126188
P003204,E2018,"PAULI, ORIOL",409.52,-4.906328837476593,-3.5741232464302715,-1.3322055910463213,15.87548804003396
P003210,E2018,"LEKAVICIUS, LUKAS",355.79,-4.274240670517729,-4.292441119304035,0.018200448786306445,15.201910235323513
P003332,E2018,"IVANOVIC, NIKOLA",156.66,-0.810385167658745,-1.2022955817343128,0.3919104140755678,19.203922177815414
P003452,E2018,"BLAZIC, JAKA",340.06,1.4126531709226395,1.2628195087675225,0.149833662155117,16.836064777889614
P003453,E2018,"THOMPSON, DEON",234.09,3.7024090801340743,2.655112480905223,1.0472965992288512,16.908254261301156
P003469,E2018,"VEZENKOV, SASHA",291.33,2.1973240083494705,1.8869000674919134,0.3104239408575572,18.012620208412603
P003479,E2018,"KUZMIC, OGNJEN",34.04,-0.6868065587002073,-0.32094173736843357,-0.3658648213317738,15.882413206192954
P003490,E2018,"BARTHEL, DANILO",711.77,-0.756803698293423,0.6658511849268138,-1.4226548832202368,16.665901260403935
P003521,E2018,"BALBAY, DOGUS",369.82,3.4256740075605068,2.423036480261093,1.0026375272994137,10.916688659823134
P003537,E2018,"MANTZARIS, VANGELIS",322.93,-2.7991551098863523,-3.6292644821564117,0.8301093722700594,8.249305242376051
P003540,E2018,"DIOP, ILIMANE",379.36,2.933454627069417,2.850908879190604,0.08254574787881339,16.20677291838723
P003573,E2018,"ZUBKOV, ANDREY",391.29,-1.0895031191516547,0.34228000293737465,-1.4317831220890294,13.859184323226819
P003608,E2018,"LOJESKI, MATT",396.67,-1.2876390206856296,-0.4880069044061124,-0.7996321162795174,16.205687209129003
P003921,E2018,"PASECNIKS, ANZEJS",370.15,1.5368003317789392,1.3238629769120798,0.21293735486685933,18.05568151900054
P003941,E2018,"MILUTINOV, NIKOLA",728.6,8.63688200842667,8.401105659545747,0.23577634888092286,29.12005631928325
P004004,E2018,"GUDURIC, MARKO",796.99,1.8027741301170521,1.551771469842534,0.2510026602745181,18.293268226131957
P004094,E2018,"DEMIR, BERK",254.72,-3.8980882876535636,-2.0434932683669316,-1.8545950192866323,11.865354832425867
P004096,E2018,"KOSUT, EMIRCAN",124.63,-3.3555014452519325,-3.070309108284595,-0.2851923369673376,14.997456555927986
P004117,E2018,"BROOKS, JEFF",726.65,1.140174850746613,2.721276787050378,-1.5811019363037648,14.091669589497492
P004119,E2018,"TYUS, ALEX",549.09,4.924903070331666,4.108066531519556,0.8168365388121104,21.21258787865797
P004165,E2018,"JANNING, MATT",697.64,-3.6208665722025057,-3.0747303865906033,-0.5461361856119024,13.952257492299914
P004178,E2018,"KOPONEN, PETTERI",547.1800000000001,-0.2605354913756562,0.1060687703064423,-0.3666042616820985,18.988347393550637
P004179,E2018,"OZMIZRAK, KARTAL",361.31,-2.5680162226436902,-1.6642321877133635,-0.9037840349303266,15.71368204929029
P004194,E2018,"LAUVERGNE, JOFFREY",396.49,5.031457147714534,3.179273882416841,1.8521832652976926,21.448324570803244
P004222,E2018,"OMIC, ALEN",490.58,0.027103193415105364,1.9847248817825345,-1.9576216883674291,17.624841115781273
P004251,E2018,"THOMAS, MALCOLM",598.91,3.967581826262187,5.602352157450108,-1.6347703311879207,22.676565889968813
P004264,E2018,"BOST, DEE",522.24,-1.1993823310061404,-2.4960692795024912,1.2966869484963508,14.221005827587591
P004429,E2018,"AGRAVANIS, DIMITRIS",5.25,0.889519050816353,0.8046456117791716,0.08487343903718134,17.566543146395283
P004499,E2018,"FONTECCHIO, SIMONE",4.01,-1.360279945922303,-1.3405168215734389,-0.019763124348864056,14.314764601077812
P004628,E2018,"YAKUSHIN, TIMOFEY",0.28,-0.11363144278919958,-0.1168472102108852,0.003215767421685624,17.240513224552288
P004834,E2018,"PUSTOVYI, ARTEM",72.66,1.0377147936219608,2.417738590963249,-1.380023797341288,20.901648709360035
P004863,E2018,"JOVIC, STEFAN",491.9,1.0981970472176426,1.5315643593050432,-0.43336731208740065,18.801957537013184
P004866,E2018,"KALINIC, NIKOLA",890.3100000000001,-0.17822271596460953,-0.43888447945327985,0.2606617634886703,16.609827898494515
P004887,E2018,"POIRIER, VINCENT",870.72,8.844700136525901,8.903250915885154,-0.05855077935925351,26.58735646340665
P004888,E2018,"CLYBURN, WILL",944.52,6.646421296712728,5.7842697015935585,0.8621515951191698,25.168382286751907
P004941,E2018,"ANTONOV, SEMEN",149.73,-2.447465095723816,-2.844270325650945,0.3968052299271288,10.126451231962934
P004974,E2018,"ROLL, MICHAEL",619.01,-2.133258971324551,-1.6418175332760692,-0.49144143804848195,16.368171049301267
P004997,E2018,"DIEBLER, JON",509.75,-5.60398877663725,-5.421150595122814,-0.18283818151443604,9.13305234302272
P005014,E2018,"JENKINS, CHARLES",690.2,0.6444609638809898,0.8182061462310088,-0.173745182350019,12.311919344669835
P005094,E2018,"THOMAS, DESHAUN",722.91,0.24040918559336844,-0.9790661300216336,1.219475315615002,17.65548925904182
P005099,E2018,"HANGA, ADAM",561.74,4.45196213444622,4.101719263876561,0.35024287056965964,19.900381820893557
P005128,E2018,"HOBBS, BRAYDON",177.79,2.909687273082915,2.6650293201689776,0.24465795291393705,18.607144483811886
P005145,E2018,"COHEN, JAKE",216.05,0.08262900560191277,-0.5790661251745512,0.661695130776464,12.937442386198715
P005159,E2018,"GREEN, ERICK",353.24,0.9948900819722882,-0.6417569838405631,1.6366470658128514,16.258226692609
P005160,E2018,"HUNTER, OTHELLO",644.68,5.019042774449394,5.001364461918218,0.01767831253117569,20.530803386901898
P005161,E2018,"PAPAPETROU, IOANNIS",716.08,3.9315153439553905,1.1216137802356154,2.809901563719775,16.381823676794067
P005348,E2018,"ARNA, EGEHAN",10.18,-2.254610158874114,-2.4283996201144302,0.17378946124031647,14.602275060429328
P005357,E2018,"NIKOLIC, ZORAN",31.490000000000002,1.982767184122035,2.2927653967814248,-0.30999821265939,13.45257180133929
P005368,E2018,"YUSTA, SANTI",46.1,-0.42844245080056637,0.13351660594799225,-0.5619590567485586,15.392735565763884
P005415,E2018,"PENAVA, AJDIN",13.32,-2.175081895796449,-2.272823077008052,0.09774118121160333,15.962572062814186
P005504,E2018,"BIRUTIS, LAURYNAS",117.14,-3.3814502406453126,-2.718471747915833,-0.6629784927294796,13.856860394943833
P005692,E2018,"BURNS, CHRISTIAN",45.57,0.7226172272313014,0.743000043896884,-0.020382816665582615,14.074868902645488
P005718,E2018,"TIMMA, JANIS",264.98,-4.376385670534196,-4.256936024815376,-0.11944964571882039,10.107070705677309
P005757,E2018,"RANDOLPH, ANTHONY",746.49,3.720815900650215,4.373035877318896,-0.6522199766686818,23.590212130276914
P005771,E2018,"CALOIARO, ANGELO",745.64,2.820139343515412,2.8332852885558073,-0.013145945040395568,16.47140469485609
P005781,E2018,"KANE, DEANDRE",643.75,-1.1117409964235574,-0.09271861248318905,-1.0190223839403683,13.941349467103333
P005788,E2018,"BAEZ, EULIS",456.8,1.3222426984160447,1.1709738389999644,0.15126885941608031,15.748704501002342
P005789,E2018,"KURIC, KYLE",671.9,-2.5962037409183614,-1.569312864990077,-1.0268908759282844,15.557557541337095
P005791,E2018,"TAVARES, WALTER",659.94,9.475081979543729,8.96429667979748,0.5107852997462488,26.17164337468498
P005836,E2018,"THOMPKINS, TREY",416.62,2.1846362219896376,2.7766192127991944,-0.5919829908095567,18.754362328516326
P005844,E2018,"PAPAGIANNIS, GEORGIOS",316.58,3.281303455970491,1.9880563120220622,1.2932471439484285,17.208888247534937
P005884,E2018,"DELLA VALLE, AMEDEO",72.62,-1.153664608612576,-1.2604461982333395,0.10678158962076356,15.113420612664255
P005917,E2018,"ORIOLA, PIERRE",601.64,1.1810586578766138,1.2636554917461584,-0.08259683386954475,14.036940120514942
P005922,E2018,"PEINERS, ZANIS",490.72,-2.537755842532815,-2.706222058582008,0.16846621604919343,17.82380597602604
P005927,E2018,"AYON, GUSTAVO",609.35,12.94713145320706,12.558931133342957,0.3882003198641024,27.756225651875805
P005928,E2018,"CAMPAZZO, FACUNDO",800.84,0.6747780641445975,0.9385990899613469,-0.2638210258167494,21.500908780869082
P005938,E2018,"ANDERSON, JAMES",541.08,0.4163654943556045,0.2108413783371676,0.2055241160184369,13.678290800146788
P005942,E2018,"DANGUBIC, NEMANJA",444.61,2.2908978503783395,1.1023029085245541,1.1885949418537851,11.694384359740187
P005985,E2018,"JAMES, MIKE",1017.78,-2.6738486889933677,-1.3060458929769179,-1.3678027960164496,23.2683342573298
P006135,E2018,"LOPATIN, ANDREI",4.72,0.8049930190662759,0.7927641270965566,0.01222889196971922,16.89150750723934
P006399,E2018,"DUVERIOGLU, AHMET",346.37,4.330423212500728,2.952270479265131,1.3781527332355972,13.999324923624133
P006402,E2018,"HANNAH, CLEVIN",367.75,-4.741448692654441,-4.856472133649587,0.11502344099514561,17.46419811043956
P006433,E2018,"PANGOS, KEVIN",712.72,-5.904013223271781,-6.971042043611335,1.0670288203395542,12.709024837776974
P006450,E2018,"HIGGINS, CORY",810.83,-0.43461582562654666,-0.9372528913266551,0.5026370657001085,22.143406196719585
