league,season,mid,date,team,opp,is_home,gf,np_raw,np_comp,pen,ns,red_xg,comp_np_scaled,sf,xg_model,ns_eff,xgps
SerieA,2425,4535544,2024-12-15,8686,10171,0,0,0.33773213997483253,0.33773213997483253,0,6,0.0,0.5025729810071499,1.4880815934325975,0.5025729810071499,6.0,0.08376216350119164
SerieA,2425,4535544,2024-12-15,10171,8686,1,2,1.2310431487858295,0.714506009966135,0,18,0.0,1.0632432418275735,1.4880815934325975,1.0632432418275735,18.0,0.05906906899042075
SerieA,2425,4535548,2024-12-15,6504,9888,0,1,0.6145971529185772,0.6145971529185772,0,9,0.0,0.9145707106342141,1.4880815934325975,0.9145707106342141,9.0,0.10161896784824602
SerieA,2425,4535548,2024-12-15,9888,6504,1,2,0.6674086265265942,0.6674086265265942,1,10,0.0,0.9931584924323555,1.4880815934325975,1.2431584924323555,11.0,0.11301440840294141
SerieA,2425,4535549,2024-12-15,10233,8564,0,0,0.27893093414604664,0.27893093414604664,0,5,0.0,0.415071988941692,1.4880815934325975,0.415071988941692,5.0,0.0830143977883384
SerieA,2425,4535549,2024-12-15,8564,10233,1,0,1.1133490214124322,1.1133490214124322,0,22,0.0,1.6567541858300352,1.4880815934325975,1.6567541858300352,22.0,0.07530700844681978
SerieA,2425,4535550,2024-12-15,9876,10167,0,3,2.6185839883983135,1.4278262771666048,0,17,0.0,2.124722001671015,1.4880815934325975,2.124722001671015,17.0,0.12498364715711853
SerieA,2425,4535550,2024-12-15,10167,9876,1,2,1.9336657617241144,1.3884165931493044,0,19,0.0,2.0660771762818753,1.4880815934325975,2.0660771762818753,19.0,0.10874090401483553
SerieA,2425,4535547,2024-12-16,8636,8543,0,6,1.3522286377847195,0.7999031744897366,1,11,0.0,1.1903211904864803,1.4880815934325975,1.4403211904864803,12.0,0.12002676587387336
SerieA,2425,4535547,2024-12-16,8543,8636,1,0,0.40958349220454693,0.40958349220454693,0,9,0.0,0.6094936557234301,1.4880815934325975,0.6094936557234301,9.0,0.06772151730260334
SerieA,2425,4535555,2024-12-20,8564,9876,0,1,0.8087234469130635,0.8087234469130635,0,14,0.0,1.2034464755286942,1.4880815934325975,1.2034464755286942,14.0,0.08596046253776388
SerieA,2425,4535555,2024-12-20,9876,8564,1,0,0.6793196713551879,0.6793196713551879,0,10,0.0,1.0108830990003363,1.4880815934325975,1.0108830990003363,10.0,0.10108830990003363
SerieA,2425,4535554,2024-12-21,9875,10233,0,2,1.2894141487777233,0.8453077584505081,0,12,0.0,1.2578869161359694,1.4880815934325975,1.2578869161359694,12.0,0.10482390967799744
SerieA,2425,4535554,2024-12-21,10233,9875,1,1,1.0526536111831666,0.8829063301086426,0,11,0.0,1.3138366585597958,1.4880815934325975,1.3138366585597958,11.0,0.11943969623270871
SerieA,2425,4535557,2024-12-21,8543,9888,0,2,1.0966004747897387,0.9445668209344149,1,12,0.415,1.4055924999996472,1.4880815934325975,2.070592499999647,17.15,0.12073425655974619
SerieA,2425,4535557,2024-12-21,9888,8543,1,1,0.77197156380862,0.4987766040489078,0,11,-0.2075,0.7422202837199985,1.4880815934325975,0.5347202837199985,13.075,0.04089638881223698
SerieA,2425,4535560,2024-12-21,9857,9804,0,2,1.052225997671485,0.36424816213548183,1,7,0.0,0.5420309855154629,1.4880815934325975,0.7920309855154629,8.0,0.09900387318943286
SerieA,2425,4535560,2024-12-21,9804,9857,1,0,0.266330030746758,0.266330030746758,0,6,0.0,0.3963208165325883,1.4880815934325975,0.3963208165325883,6.0,0.06605346942209805
SerieA,2425,4535552,2024-12-22,8534,8524,0,2,0.49644384160637856,0.3264495603740215,1,6,0.0,0.48578358197674487,1.4880815934325975,0.7357835819767449,7.0,0.10511194028239212
SerieA,2425,4535552,2024-12-22,8524,8534,1,3,1.3630773043259978,1.2500781333073974,0,16,0.0,1.860218260527319,1.4880815934325975,1.860218260527319,16.0,0.11626364128295744
